pos,rho;ad,an,bd,bn,cd,cn,dd,dn,ed,en
2.43378,1.68758;0.618505,2.5891,0.1,0.1,0.108783,10.0,0.1,0.114186,0.512495,0.1
2.43313,1.68856;0.618505,2.5891,0.1,0.1,0.1,10.0,0.115903,0.168595,0.512495,0.1
2.44195,1.68984;1.93158,10.0,0.206597,10.0,0.1,0.246895,0.1,10.0,0.575105,0.878103
2.44684,1.68916;0.613255,2.5891,0.1,0.1,0.108783,10.0,0.1,0.155287,0.512495,0.1
2.47931,1.69093;0.195003,1.59093,0.100719,10.0,0.1,9.61114,0.204341,10.0,6.56596,0.173202
2.50486,1.68683;0.195003,1.59093,0.100719,10.0,0.1,10.0,0.278496,10.0,6.57657,0.213436
0.400854,1.69863;3.16259,10.0,3.50319,0.1,10.0,0.540392,3.52495,0.1,3.78506,0.1
0.407813,1.69696;3.16259,10.0,3.50319,0.1,10.0,0.137054,3.52495,0.1,3.78506,0.1
0.414642,1.69992;3.16259,10.0,3.50319,0.44489,10.0,0.137054,3.52495,0.1,3.78506,0.1
0.418034,1.69929;10.0,0.51514,10.0,1.74116,0.1,0.148259,10.0,0.1,4.48781,10.0
0.42402,1.69658;3.16259,10.0,3.50319,0.1,10.0,0.109759,4.18122,0.684055,5.4476,0.1
0.42561,1.69931;3.16259,10.0,3.50319,0.1,10.0,0.696923,8.80296,5.09724,2.27442,0.1
0.434474,1.6981;3.16259,10.0,3.50319,0.1,10.0,5.56698,10.0,3.90894,10.0,0.114908
0.438925,1.69814;3.16259,10.0,3.23565,0.1,10.0,0.430877,0.759435,0.1,10.0,0.1
0.440289,1.69865;3.16259,10.0,3.50319,0.1,10.0,3.74404,8.71733,3.90894,10.0,0.1
0.447714,1.6961;3.16259,10.0,3.50319,0.115547,10.0,1.40064,6.42914,3.11876,10.0,0.1
0.454725,1.69927;10.0,0.387752,3.44426,0.324368,7.18975,0.1,7.11859,1.32491,4.48781,10.0
0.45851,1.69556;3.16259,10.0,3.50319,0.1,10.0,0.708709,10.0,3.68,2.84315,0.1
0.464769,1.69784;3.16259,10.0,3.50319,0.107998,10.0,0.191484,10.0,3.99979,3.25251,0.1
0.466033,1.69774;3.16259,10.0,3.50319,0.107998,10.0,0.1,10.0,3.99979,3.25251,0.1
0.47018,1.69721;3.16259,10.0,3.50319,0.282495,10.0,0.1,10.0,3.68,2.84315,0.1
0.477672,1.69719;3.16259,10.0,3.50319,0.1,10.0,2.69961,10.0,3.65201,10.0,0.1
0.483095,1.69746;3.16259,10.0,3.50319,0.1,10.0,0.1,8.80296,2.55955,6.53765,0.1
0.485619,1.6982;3.16259,10.0,3.50319,0.120229,10.0,1.08919,10.0,2.56732,6.41476,0.1
0.493523,1.69909;3.16259,10.0,3.50319,0.1,10.0,0.191303,10.0,3.00686,6.53765,0.1
0.497239,1.69829;3.16259,10.0,3.50319,0.100255,10.0,0.238571,10.0,2.56475,6.53765,0.1
0.500547,1.69731;3.16259,10.0,3.50319,0.115547,10.0,1.40064,10.0,3.11876,10.0,0.1
0.508667,1.69873;3.16259,10.0,3.50319,0.1,10.0,0.119689,10.0,3.90894,10.0,0.114908
0.510964,1.69934;3.16259,10.0,3.50319,0.1,10.0,0.1,10.0,3.68,10.0,0.1
0.517911,1.69787;3.16259,10.0,3.50319,0.118268,10.0,0.465472,10.0,2.56475,10.0,0.1
0.52275,1.69868;3.16259,10.0,3.50319,0.133223,10.0,0.1,10.0,2.55955,10.0,0.1
0.52591,1.69531;3.16259,10.0,3.50319,0.172549,10.0,1.47925,10.0,0.681276,10.0,0.1
0.534695,1.69795;3.16259,10.0,3.50319,0.267534,10.0,0.91416,10.0,0.691209,10.0,0.1
0.5366,1.69568;3.16259,10.0,3.50319,0.19908,10.0,0.1,8.97318,0.1,10.0,0.1
0.543162,1.69896;3.16259,10.0,3.50319,0.218536,10.0,0.1,10.0,0.691209,10.0,0.1
0.546001,1.6996;0.1,0.229483,0.142704,0.355825,0.624385,0.1,0.1,6.64249,5.91121,0.100403
0.551911,1.6959;0.1,0.272421,0.1,0.1,10.0,0.537585,0.519011,0.1,10.0,0.272269
0.558243,1.69563;0.1,0.272421,0.1,0.1,10.0,0.23211,0.519011,0.1,10.0,0.272269
0.560638,1.69875;3.16259,10.0,3.50319,1.96752,10.0,0.1,10.0,3.11876,10.0,0.666171
0.569097,1.69644;3.16259,10.0,3.50319,1.60816,10.0,0.1,10.0,1.51711,10.0,0.586863
0.572524,1.6986;0.678731,1.71147,0.1,0.954642,10.0,0.1,0.183397,0.897015,5.90549,0.1
0.575415,1.69706;1.35519,0.1309,0.1,0.1,4.66146,0.1,1.15915,0.169645,4.31468,10.0
0.580466,1.69788;0.678731,1.71147,0.1,0.954642,10.0,0.1,0.1,0.1,5.90549,0.1
0.589839,1.69799;3.16259,10.0,2.78888,0.14371,6.27596,0.1,10.0,0.120576,0.1,0.1
0.590759,1.69573;3.16259,10.0,2.78888,0.193761,6.27596,0.1,10.0,0.189943,0.1,0.1
0.59852,1.69848;3.16259,10.0,2.78888,0.435798,5.85752,0.291788,10.0,0.120576,0.1,0.1
0.602851,1.69581;10.0,0.1,6.99416,0.246931,9.58358,0.1,2.50637,0.1,4.48842,10.0
0.609648,1.69511;10.0,0.1,4.53407,0.361535,10.0,0.1,2.06008,0.1,4.48842,10.0
0.612976,1.69737;10.0,0.236742,3.30384,0.390458,10.0,0.1,1.86194,0.1,4.48842,10.0
0.617491,1.69952;10.0,0.1,4.53407,0.361535,10.0,0.1,1.86194,0.1,4.48842,10.0
0.620356,1.69892;8.50125,0.112618,0.253772,0.1,10.0,0.1,1.86194,2.39449,4.48842,10.0
0.628339,1.69675;8.50125,0.145802,0.253772,0.1,10.0,0.1,1.86194,2.95859,4.48842,10.0
0.633035,1.69617;10.0,0.1,10.0,0.368563,10.0,0.1,1.86194,0.1,4.48842,10.0
0.635644,1.69861;8.50125,0.123897,0.253772,0.361535,8.98844,0.1,1.86194,2.39449,4.48842,10.0
0.642102,1.69921;10.0,0.1,6.99416,0.361535,9.58358,0.206412,1.705,0.715986,4.48842,10.0
0.646012,1.6967;5.69552,0.122883,9.25749,0.1,9.0827,0.1,1.15915,0.1,4.48842,10.0
0.650416,1.6951;5.69552,0.1,10.0,0.113912,9.0827,0.1,1.15915,0.234779,4.48842,10.0
0.655079,1.69657;10.0,0.1,6.99416,0.361535,9.58358,0.138168,1.705,1.76878,4.48842,10.0
0.664831,1.69585;10.0,0.106014,1.95434,0.361535,10.0,0.1,1.86194,4.24893,4.48842,10.0
0.668695,1.69654;8.50125,0.123897,0.253772,0.361535,9.61965,0.1,1.66043,4.59112,4.48842,10.0
0.670487,1.69861;3.16259,10.0,3.50319,3.06931,3.77616,0.1,10.0,6.39268,10.0,0.666171
0.679348,1.69905;4.32414,0.765468,10.0,0.123432,10.0,0.1,0.1,0.659968,4.48842,10.0
0.680159,1.69712;4.20479,0.539644,10.0,0.1,10.0,0.144066,0.1,0.659968,4.48842,10.0
0.689131,1.69921;4.80896,0.801894,10.0,0.1,10.0,0.179071,0.1,1.34156,4.48842,10.0
0.690577,1.69564;4.80896,0.700178,9.54007,0.143075,10.0,0.179071,0.1,1.54285,4.48842,10.0
0.695235,1.69789;10.0,0.1,6.99416,0.361535,9.58358,0.138168,1.705,4.93712,4.48842,10.0
0.703497,1.69929;0.450346,0.368874,0.106595,0.277059,2.21138,10.0,0.414716,0.509619,0.1,0.1
0.709865,1.69989;4.88305,0.125863,5.98352,0.1,9.31638,0.1,1.05081,7.40045,4.48842,10.0
0.712014,1.69571;6.96578,0.554825,6.09709,0.640683,10.0,0.102112,0.1,3.02112,4.48842,10.0
0.719603,1.69854;4.88305,0.125734,8.96262,0.1,9.31638,0.154391,1.05081,7.40045,4.48842,10.0
0.723572,1.69981;10.0,10.0,0.125827,10.0,0.1,0.1,1.73744,6.6026,10.0,0.1
0.72806,1.69575;2.41847,2.75226,0.1,0.1,0.602581,6.93207,0.455505,1.25631,8.42323,0.1
0.731443,1.69772;10.0,10.0,0.121132,10.0,0.503696,0.1,0.766186,6.06765,10.0,0.259793
0.737998,1.69578;2.69354,0.1,9.51504,0.304036,6.94406,0.11831,1.05081,7.40045,4.48842,10.0
0.742526,1.69583;2.69354,0.126795,10.0,0.431573,6.72867,0.128946,1.05081,7.40045,4.48842,10.0
0.749464,1.69671;10.0,10.0,0.148223,10.0,0.369413,0.171796,0.732683,4.89181,10.0,0.288094
0.75241,1.69643;0.115066,0.246007,0.1,0.274597,0.433196,0.140834,4.52985,0.202173,4.20015,0.1
0.756146,1.6998;0.115066,0.246007,0.1,0.274597,0.433196,0.140834,4.52985,0.1,4.20015,0.1
0.760259,1.69701;0.1,0.220143,0.1,0.234891,0.433196,0.140834,4.52985,0.1,4.87281,0.1
0.768142,1.69829;1.42626,2.87392,0.108776,0.666561,0.1,0.831116,6.00799,0.1,0.1,0.102552
0.774365,1.69737;7.40043,8.78577,0.1,0.1,0.1,10.0,0.1,0.1,10.0,0.128319
0.779272,1.6979;0.1,0.1,0.1,0.386073,0.102207,0.663919,0.1,0.1,10.0,0.1
0.780276,1.6985;10.0,10.0,0.1,10.0,0.316619,0.642161,0.81055,2.7124,10.0,0.388296
0.787152,1.69793;10.0,10.0,1.89516,10.0,0.1,0.230137,0.1,0.671762,2.41663,0.1
0.792813,1.69575;9.36163,10.0,0.614583,10.0,0.1,2.40933,1.24316,0.73595,7.35712,1.35152
0.798053,1.69768;9.36163,10.0,0.614583,10.0,0.1,2.22038,1.91714,0.750833,10.0,0.876389
0.801979,1.69706;9.36163,10.0,0.1,10.0,0.1,0.453278,1.91714,1.26896,10.0,0.929514
0.805576,1.69593;9.36163,10.0,0.614583,10.0,0.1,2.22038,1.91714,0.231296,10.0,0.896805
0.812853,1.69786;10.0,10.0,0.125827,10.0,0.1,0.104687,0.1,0.927822,10.0,0.743381
0.819838,1.69859;1.24823,2.5891,0.1,0.365606,0.1,0.1,0.120894,0.155287,0.512495,0.194042
0.82372,1.69531;10.0,10.0,0.153775,10.0,0.1,0.377383,0.1,0.108525,10.0,0.843511
0.8296,1.69618;0.599858,0.462512,0.100757,8.36465,0.320159,3.15345,0.619715,7.8956,10.0,0.1
0.834392,1.69775;6.4697,10.0,0.1,0.1,0.1,2.16762,0.1,0.1,5.10738,0.1
0.837524,1.69674;1.24823,2.5891,0.1,0.365606,0.134632,0.1,0.120894,0.155287,0.985752,0.391014
0.842048,1.69705;1.15129,2.65083,0.1,0.346261,0.1,0.659188,6.34598,0.236826,0.100176,0.251552
0.847672,1.69577;0.1,0.196458,0.1,0.1,0.118551,0.377754,0.113485,0.145791,7.66195,0.1
0.850278,1.69969;0.1,0.196458,0.1,0.1,0.118551,0.377754,0.1,0.1,7.66195,0.1
0.856672,1.69842;0.1,0.196458,0.1,0.1,0.1,0.307734,0.1,0.1,7.66195,0.1
0.86468,1.6953;1.47208,0.191386,0.318636,10.0,0.964151,10.0,0.116092,0.1,10.0,10.0
0.865286,1.69719;1.47208,0.191386,0.318636,10.0,0.964151,10.0,0.1,0.1,10.0,10.0
0.874861,1.69866;0.490887,0.1,0.142772,0.1,0.1,0.1,0.318785,1.20285,0.1,0.1
0.876126,1.69531;10.0,0.1,5.39777,0.1,2.2251,10.0,0.1,0.1,4.7114,10.0
0.88314,1.69498;0.310412,0.1,0.1,0.844249,1.53566,0.498666,0.105773,8.23843,0.955146,0.1
0.886806,1.69954;0.1,0.260465,0.1,0.1,0.1,0.1,0.1,0.1,2.57252,0.665825
0.890988,1.69814;3.21844,10.0,0.1,0.1,0.1,0.1,0.1,0.1,1.24999,1.71757
0.895071,1.69552;10.0,0.934674,10.0,1.74116,0.381239,10.0,0.175848,0.219687,4.48781,10.0
0.904216,1.69655;1.26637,0.1,0.157675,8.72698,1.25013,10.0,1.77149,8.23843,10.0,1.81521
0.906719,1.69517;2.397,0.12976,0.11761,0.538416,0.238761,0.176197,0.1,0.73715,5.52992,10.0
0.912297,1.69801;2.51339,0.12011,0.11761,0.538416,0.238761,0.435663,0.1,0.73715,5.52992,10.0
0.917401,1.69958;2.02526,0.1,0.1,0.538416,0.122773,0.233591,0.1,0.73715,5.52992,10.0
0.925014,1.69861;0.1,0.1,0.1,0.1,0.1,10.0,6.50289,0.1,0.531906,1.65101
0.925651,1.69466;0.1,0.1,0.1,0.1,0.1,10.0,6.50289,0.1,0.609904,1.65101
0.931883,1.69817;10.0,1.33935,4.51318,0.656183,0.15893,0.1,0.1,10.0,7.11808,10.0
0.935094,1.69987;1.25346,0.290912,0.1,0.428179,0.122773,0.233591,0.1,0.73715,1.661,3.36777
0.940304,1.69648;5.42752,0.1,0.1,7.97225,0.204384,10.0,2.27527,1.45981,0.1,0.1
0.947812,1.69651;3.70886,0.290521,7.81176,0.1,0.1,0.319166,0.1,10.0,1.47822,0.129155
0.953038,1.6968;6.01712,0.1,9.06466,0.1,0.1,0.446109,0.1,10.0,1.56934,0.442545
0.957954,1.69671;6.7835,0.379007,7.81176,0.10241,0.107917,0.1,0.102689,10.0,1.47822,0.129155
0.960706,1.6988;7.73245,0.379007,7.81176,0.10241,0.1,0.1,0.1,10.0,1.47822,0.129155
0.968021,1.69976;1.29563,0.264402,0.173666,0.174859,0.122773,0.233591,0.1,2.66672,1.661,2.03488
0.973984,1.69881;10.0,0.1,10.0,2.02632,0.1,0.1,0.1,10.0,1.47824,0.583882
0.979143,1.69847;10.0,10.0,0.1,0.1,0.1,0.122122,0.1,1.22119,0.1,0.1
0.981488,1.69769;0.43719,0.1,0.131591,0.1,0.110763,8.76277,4.5914,10.0,10.0,6.06488
0.985373,1.69547;0.43719,0.219994,0.131591,0.1,0.110763,10.0,4.5914,10.0,10.0,6.34695
0.994413,1.69843;10.0,0.169845,0.1,0.1,0.533838,10.0,1.96066,10.0,2.4448,0.1
0.998638,1.69724;1.75446,0.1,0.3423,10.0,0.1,0.1,0.307199,10.0,7.34614,10.0
1.00066,1.69698;2.8821,10.0,0.1,0.1,3.05299,2.59726,7.02084,0.1,0.443762,1.90359
1.00576,1.69564;0.568596,0.1,0.90731,0.1,0.1,10.0,0.1,0.1,2.99979,0.1
1.01008,1.69648;5.8202,0.1,0.1,0.1,0.533838,4.12901,0.1,10.0,3.64209,0.368156
1.01619,1.69522;10.0,0.204563,4.66306,2.33847,0.183091,10.0,0.1,10.0,2.50053,0.1
1.0231,1.69955;10.0,0.169845,4.66306,5.10776,0.533838,10.0,0.1,10.0,2.4448,0.5512
1.02737,1.69705;3.70201,0.1,0.506152,0.1,0.1,10.0,0.104195,10.0,6.46643,0.255299
1.03521,1.69556;2.95115,0.261249,0.1,0.887453,0.1,10.0,0.355611,10.0,10.0,5.36487
1.03496,1.69931;10.0,0.239745,0.1,6.86007,0.347012,9.38296,1.96066,10.0,2.4448,0.624729
1.04084,1.70033;10.0,0.169845,0.1,10.0,0.533838,10.0,1.96066,10.0,2.4448,0.624729
1.04531,1.69876;10.0,0.169845,0.1,10.0,0.347012,9.38296,1.96066,10.0,2.4448,0.624729
1.05138,1.69435;10.0,0.1,4.66306,10.0,0.1,10.0,0.1,10.0,2.50053,0.549669
1.05701,1.69483;1.26429,0.1,0.112982,0.192367,0.127237,8.09627,0.104278,10.0,10.0,0.1
1.05998,1.69887;2.80465,0.1,0.119365,10.0,0.320958,8.99175,0.850571,7.62872,10.0,10.0
1.06868,1.6992;0.44453,0.1,0.1,2.59041,0.652242,10.0,0.1,0.1,10.0,0.14047
1.07411,1.69821;10.0,0.1,0.212459,9.02482,0.933285,0.357621,0.119582,10.0,1.77639,0.1
1.07678,1.69728;1.74413,0.317758,0.1,0.176345,0.1,10.0,0.1,10.0,9.50598,0.516707
1.08105,1.69657;10.0,0.1,0.1,10.0,0.933285,0.1,0.1,10.0,1.77639,0.117724
1.08564,1.69559;2.63281,0.119985,0.1,3.69726,0.267888,0.223306,0.1,3.91577,0.77922,0.1
1.09494,1.69626;0.37219,0.1,0.1,0.1,0.254238,10.0,0.1,0.1,10.0,0.452402
1.09587,1.69908;0.490887,0.1,0.1,0.1,0.1,10.0,0.1,1.20285,10.0,0.1
1.10046,1.69526;10.0,10.0,0.1,0.998766,0.602581,10.0,0.408317,1.79218,0.345814,0.227344
1.10811,1.69671;0.490887,0.1,0.1,0.635443,0.1,10.0,0.318785,1.20285,10.0,0.1
1.11101,1.69702;0.302968,0.1,0.1,0.415881,0.13946,6.41221,0.525847,0.43388,3.97903,0.148029
1.11681,1.69805;0.302968,0.109179,0.1,0.512651,0.13946,6.41221,0.525847,0.43388,3.97903,0.218974
1.12514,1.69687;10.0,10.0,0.1,0.1,0.602581,10.0,0.408317,1.25631,0.200078,0.1
1.12704,1.69778;10.0,10.0,0.1,0.443519,0.602581,10.0,0.408317,1.25631,0.200078,0.1
1.1332,1.69475;0.279587,0.1,0.1,0.116103,0.1,8.81545,0.1,0.12956,10.0,0.336421
1.13757,1.69828;0.19264,0.1,0.301401,0.1,0.116574,10.0,0.1,0.214202,10.0,0.441899
1.14068,1.69887;0.198567,0.1,0.301401,0.210768,0.116574,10.0,0.1,0.261673,10.0,0.362069
1.15013,1.69891;10.0,10.0,0.1,0.443519,0.234926,10.0,0.408317,0.689855,0.200078,0.1
1.1535,1.69734;0.128881,0.1,0.133749,0.129935,0.615385,10.0,0.184439,0.141862,10.0,1.46091
1.15972,1.69676;0.106034,0.1,0.1,0.1,0.1,10.0,4.71357,1.08744,1.31413,0.146112
1.16444,1.69662;5.56728,10.0,0.1,0.1,0.1,3.12003,2.05913,10.0,0.126155,0.1
1.1678,1.6977;0.149195,0.1,0.1,0.79983,0.1,5.67014,0.748656,0.1,4.14882,0.484375
1.17147,1.69694;0.106034,0.1,0.1,0.299555,0.1,10.0,4.71357,1.08744,1.53502,0.146112
1.17957,1.69656;0.825272,2.65083,0.1,0.323495,0.1,0.374007,6.34598,0.1,0.100176,0.477141
1.18393,1.70062;0.348682,0.157716,0.1,0.497769,0.1,10.0,0.1,0.1,10.0,0.1
1.18941,1.69859;0.1,0.1,0.1,0.105672,0.545771,10.0,1.95773,0.112146,3.93973,0.105137
1.19011,1.69667;0.1,0.1,0.1,0.105672,0.545771,10.0,1.95773,0.1,3.93973,0.1
1.19753,1.69505;0.278243,0.155829,0.1,0.419546,0.1,5.96492,0.1,0.1,3.59943,0.139908
1.20513,1.69539;0.106979,0.1,0.1,1.28656,0.1,5.67014,0.748656,0.199739,6.12462,0.484375
1.20588,1.69709;0.1777,0.105734,0.1,1.47866,0.1,6.70569,0.1,0.1,10.0,0.278719
1.21263,1.69714;0.1,0.1,0.1,1.28656,0.1,5.67014,0.748656,0.135453,6.12462,0.484375
1.21707,1.69596;0.265056,0.387166,0.1,1.70571,0.401517,10.0,0.1,0.259221,10.0,8.25001
1.22258,1.69644;0.375729,0.258039,0.502465,0.625424,0.1,10.0,0.260649,10.0,10.0,0.112398
1.23021,1.695;0.1,0.109489,0.152886,0.330226,0.641076,9.60922,0.107009,0.194781,6.2139,0.245071
1.23391,1.69525;3.7966,4.3517,0.301229,10.0,0.394421,10.0,0.250521,0.136313,0.652082,0.181884
1.23616,1.70031;0.375729,0.258039,0.502465,1.29408,0.1,10.0,0.260649,10.0,10.0,0.1
1.24242,1.69544;0.234243,0.173142,0.150676,0.151367,0.231394,10.0,0.1,1.8879,10.0,0.1
1.24891,1.69933;0.1,0.1,0.1,0.500214,0.652242,10.0,0.625793,2.32827,10.0,0.110775
1.25262,1.6995;0.1,0.1,0.1,0.330226,0.641076,10.0,0.1,0.194781,9.88048,0.245071
1.25989,1.69607;0.1,0.1,0.1,0.1,0.587137,10.0,0.116411,0.1,10.0,0.132353
1.2608,1.69451;0.1,0.1,0.1,0.1,0.587137,10.0,0.116411,0.1,10.0,0.111921
1.26529,1.69684;0.1,0.1,0.1,0.177303,0.1,0.131368,0.359311,8.1759,2.56514,0.244416
1.27307,1.69812;3.58536,2.87392,0.1,2.3254,0.1,10.0,0.172219,0.629476,0.943528,0.104586
1.27843,1.69937;0.374948,0.271656,0.130233,0.78397,0.1,10.0,0.1,3.70924,10.0,0.12698
1.28173,1.69483;10.0,10.0,0.1,10.0,0.1,0.126824,1.16807,10.0,0.552424,0.142057
1.28647,1.69875;0.1,0.1,0.1,0.105672,0.1,10.0,1.95773,0.1,10.0,0.1
1.29092,1.69528;3.96605,3.62588,0.1,9.03593,0.301138,10.0,0.1,0.234715,0.981275,0.1
1.29837,1.70034;0.41601,0.317758,0.1,1.19662,0.128878,10.0,0.1,4.16962,10.0,0.236627
1.30207,1.70057;10.0,10.0,0.136829,0.1,0.1,0.46647,0.1,10.0,1.21209,0.1
1.30614,1.69813;0.230725,0.387166,0.1,1.25064,0.241892,10.0,0.1,0.259221,10.0,8.25001
1.31506,1.6984;8.97098,10.0,0.136829,0.1,0.1,0.261239,0.1,10.0,1.21209,0.191731
1.31675,1.70097;0.316437,0.317758,0.1,0.1,0.1,10.0,0.101779,1.60574,7.95949,0.814459
1.32232,1.69735;0.19957,0.196458,0.157999,0.217383,0.1,9.27122,0.1,0.498366,7.66195,0.1
1.32891,1.69982;0.1,0.1,0.105787,0.1,0.1,4.41215,0.1,9.51631,10.0,0.117559
1.32983,1.6981;0.1,0.1,0.105787,0.1,0.1,4.41215,0.1,9.51631,10.0,0.1
1.33535,1.70049;0.14496,0.317758,0.15382,0.1,0.662103,10.0,0.119683,10.0,10.0,9.51499
1.34099,1.69614;0.312397,0.335708,0.1,2.28652,0.134503,10.0,0.179686,0.1,10.0,1.33499
1.34846,1.69924;0.1,0.137293,0.1,0.11502,0.462773,10.0,0.1,0.357906,9.34462,1.299
1.35148,1.69465;0.1,0.12853,0.220929,0.115024,0.1,10.0,0.1,0.249451,10.0,0.611406
1.35976,1.69683;6.16696,10.0,0.1,0.1,0.233389,0.1,1.13559,10.0,0.418276,0.1
1.36052,1.69694;6.16696,10.0,0.1,0.128336,0.233389,0.125643,1.13559,10.0,0.418276,0.1
1.36918,1.69985;0.950926,2.08965,0.282707,5.73944,0.443961,8.46154,0.129135,0.1,0.512495,0.1
1.37235,1.69934;0.107431,0.187461,0.1,0.7122,0.673902,0.1,0.167762,9.65414,0.832856,0.136918
1.37781,1.69569;0.198545,0.250347,0.307308,0.208599,0.128491,10.0,0.539257,10.0,10.0,0.1
1.38302,1.69775;0.203649,0.228786,0.1,0.1,0.1,10.0,0.1,1.74351,10.0,0.1
1.38814,1.69864;0.198545,0.255785,0.307308,0.208599,0.1,10.0,0.539257,10.0,10.0,0.1
1.39323,1.69742;0.198545,0.255785,0.307308,0.304313,0.1,10.0,0.539257,10.0,10.0,0.1
1.39655,1.69893;0.183868,0.241753,0.343814,0.455034,0.205885,10.0,0.1,10.0,10.0,0.1
1.40214,1.6951;0.1,0.155829,0.1,1.82934,0.1,6.89869,0.334629,0.633638,10.0,0.1
1.4073,1.69937;0.270037,0.317758,0.1,0.1,0.118538,10.0,0.1,5.3721,10.0,0.1
1.41364,1.69738;0.129967,0.317758,0.1,0.1,0.662103,10.0,0.1,10.0,10.0,10.0
1.41801,1.69997;0.134441,0.183876,0.103802,0.213985,0.240922,10.0,0.106642,1.06244,10.0,0.728589
1.4234,1.69538;0.297432,0.499626,0.1,0.402788,0.676187,10.0,0.1,0.208791,1.76936,0.1
1.43066,1.69654;0.1,0.162593,0.1,1.82934,0.1,6.89869,0.200525,0.633638,10.0,0.149224
1.4354,1.69548;0.1,0.141428,0.1,0.1,0.1,10.0,0.899399,0.259308,10.0,0.198529
1.43774,1.69691;0.618505,0.860019,0.1,0.175465,0.108783,6.90083,0.1,0.1,1.11921,0.1
1.44133,1.69596;4.38601,10.0,0.284176,9.75252,0.1,10.0,0.473839,0.153899,0.153216,0.1
1.44709,1.70046;1.62072,2.77858,0.251402,10.0,0.1,10.0,0.1,2.19602,2.94394,0.811861
1.45092,1.6971;0.1,0.172103,0.1,0.1,0.1,0.10419,0.31909,10.0,2.56514,0.369546
1.45621,1.6994;0.1,0.172103,0.1,0.1,0.170381,0.136565,0.185069,10.0,2.56514,0.279678
1.4651,1.69545;1.25994,1.86926,0.1,0.488234,0.116743,10.0,0.525117,2.66672,1.47822,0.166732
1.46775,1.69491;3.7966,5.97347,0.116055,10.0,0.259837,10.0,0.1,0.1,0.652849,0.1
1.47249,1.69332;0.1,0.157716,0.1,0.497769,0.308103,10.0,0.1,0.137945,10.0,0.738927
1.48338,1.69573;0.173349,0.250347,0.1,0.208599,0.128491,10.0,0.539257,5.17183,10.0,0.1
1.48462,1.69646;0.114718,0.173441,0.1,0.1,0.16358,10.0,0.1,0.151162,10.0,0.162202
1.50029,1.69533;0.1,0.487773,0.133927,0.1,0.1,10.0,1.45517,0.384836,0.1,0.565113
1.50085,1.69754;0.1,0.216571,0.225209,1.78129,0.1,10.0,1.27453,10.0,10.0,3.01427
1.50775,1.69755;0.1,0.159814,0.1,0.111667,0.139243,10.0,0.308758,0.1,10.0,0.1
1.51326,1.69509;0.164956,0.317758,0.1,0.887453,0.245355,10.0,1.16565,10.0,10.0,3.79923
1.5185,1.6979;0.1,0.201364,0.276784,0.407781,0.166031,10.0,0.178895,0.136712,3.97903,0.1
1.52248,1.69926;0.1,0.160701,0.1,0.527627,0.1,2.04221,0.302396,10.0,3.81507,0.484375
1.52657,1.69401;3.7966,6.45713,0.1,10.0,0.168968,10.0,0.115834,0.1,0.652849,0.1
1.5402,1.69637;0.160826,0.262609,0.1,0.88096,0.102665,10.0,1.68977,10.0,10.0,0.210995
1.54298,1.70056;1.55106,3.16634,0.156821,6.24728,0.426052,10.0,0.1,0.118917,0.748686,0.1
1.55097,1.69369;0.1,0.173142,0.139233,0.181508,0.118614,10.0,0.1,1.63997,10.0,0.1
1.5546,1.69669;0.11294,0.197938,0.1,0.134408,0.130299,10.0,0.106642,1.13637,10.0,0.728589
1.56033,1.69579;0.1,0.175473,0.139233,0.178113,0.1,10.0,0.1,1.54593,10.0,0.117642
1.56269,1.69868;2.0974,3.85802,0.1,0.311881,0.208739,10.0,0.1,0.286459,0.566582,0.1
1.56796,1.69564;0.228337,0.387166,0.1,0.1,0.241892,10.0,0.1,10.0,10.0,0.356475
1.57112,1.69796;0.116895,0.317758,0.1,0.237051,0.123189,10.0,0.133577,2.32243,10.0,10.0
1.57562,1.70073;0.755781,1.91173,0.102799,8.56509,0.338166,10.0,0.1,0.1,2.99979,0.196627
1.58251,1.69448;0.11294,0.197938,0.1,0.134408,0.1,10.0,0.107284,1.13637,10.0,0.1
1.5904,1.69461;1.42626,2.87392,0.1,10.0,0.1,10.0,0.172219,0.203436,2.35442,0.104586
1.58924,1.69841;0.733113,1.91173,0.102799,8.56509,0.338166,10.0,0.1,0.1,2.99979,0.196627
1.5949,1.69967;3.94084,8.65654,0.270151,1.53295,0.1,0.1,0.269497,10.0,0.850773,0.436205
1.60366,1.69959;0.733113,1.91173,0.1,8.56509,0.338166,10.0,0.1,0.277338,2.99979,0.1
1.60404,1.69661;0.733113,1.91173,0.1,8.56509,0.338166,10.0,0.1,0.242146,2.99979,0.1
1.61456,1.69538;5.07821,10.0,0.403735,0.1,0.1,0.803113,0.1,7.54653,0.60713,0.1
1.61573,1.69975;0.755781,1.91173,0.1,8.56509,0.146344,8.38664,0.1,0.178695,2.99979,0.196627
1.62205,1.69802;0.163298,0.360214,0.134119,1.82075,0.159368,10.0,0.112757,4.27682,10.0,3.41281
1.62637,1.69765;0.1,0.200641,0.170944,0.1,0.1,10.0,0.102009,4.68182,9.53815,0.1
1.63089,1.70026;0.1,0.379594,0.106926,0.163348,0.1,1.0757,0.1,1.75287,0.1,0.1
1.6361,1.69559;0.1,0.197938,0.1,0.365612,0.130299,10.0,0.106642,1.13637,10.0,0.813364
