pos,rho;ad,an,bd,bn,cd,cn,dd,dn,ed,en,fd,fn,gd,gn
0.400121,1.15085;9.65391,0.1,0.1,0.1,10.0,1.55081,0.1,0.661272,0.1,0.117271,9.71855,0.1,3.98008,5.07431
2.49739,1.15335;0.144757,0.419135,0.305712,0.1,0.1,10.0,0.835339,0.952997,0.106893,0.401577,0.1,10.0,10.0,0.1
0.401291,1.15827;4.49122,10.0,1.89872,0.217666,3.48517,0.1,0.1,0.174868,0.499853,0.1,0.15435,10.0,10.0,1.50963
2.49615,1.1549;0.144757,0.419135,0.305712,0.134252,0.1,10.0,0.835339,0.952997,0.106893,0.401577,0.1,10.0,10.0,0.1
0.404481,1.16119;5.75435,3.06134,0.1,0.1,0.198552,2.13085,0.214528,0.1,0.252476,6.96702,0.760185,0.553028,10.0,1.09533
2.49431,1.16224;0.228087,0.511646,0.1,0.1,0.355154,2.94174,0.255166,10.0,1.21745,7.27505,0.1,0.1,10.0,0.248324
0.404589,1.16797;8.6184,3.7965,0.1,0.196832,0.165188,0.137413,0.103222,10.0,2.49371,0.130011,0.804069,1.55438,10.0,0.872644
2.49854,1.16793;0.1,0.299719,0.113463,0.197107,0.801995,4.64303,0.1,10.0,0.284513,1.07895,0.643337,0.176182,3.07072,0.1
0.40336,1.17019;7.92926,10.0,2.07218,0.344551,0.123827,10.0,10.0,0.1,10.0,10.0,5.16633,10.0,6.57885,0.259815
2.49438,1.17208;0.102374,0.280502,0.135052,0.102073,0.1,10.0,0.744023,0.1,0.1,0.1,10.0,0.264802,10.0,0.1
0.403136,1.1762;5.58045,10.0,0.1,1.81406,10.0,0.1,0.124897,2.9996,0.1,5.0385,0.11613,1.97266,7.78992,0.1
2.49342,1.17711;0.1,0.280502,0.119113,0.1,0.105143,10.0,0.870794,0.251635,0.1,0.250429,10.0,0.1,10.0,0.620318
0.401138,1.18345;0.1,0.21696,0.548017,0.1,10.0,0.741525,10.0,0.499183,10.0,0.144645,10.0,0.2579,0.1,0.1
2.48425,1.18405;0.1,0.280502,0.119113,0.1,0.105143,10.0,0.863857,0.251635,0.1,0.250429,10.0,0.1,10.0,0.620318
0.404703,1.18891;10.0,0.514355,2.29459,1.51437,0.1,0.158097,0.34883,10.0,10.0,0.1,10.0,0.198599,7.29586,8.67669
2.49693,1.18692;0.1,0.323073,0.1,0.178848,0.1,10.0,0.72367,0.614277,3.95608,0.25219,0.280416,4.84156,0.872989,0.129192
0.404705,1.19072;9.9867,0.110137,0.153348,0.1,10.0,0.143578,0.1,1.44573,0.162967,0.1,10.0,0.339241,3.98008,4.8404
2.4961,1.19409;0.13477,0.29196,0.346232,1.99142,0.1,0.1,0.454818,10.0,0.117753,4.57016,2.44484,10.0,2.90879,0.136728
0.401632,1.19814;9.8371,0.1,0.799992,0.169847,6.22425,0.219512,4.84206,0.445328,10.0,0.292472,1.31162,4.3065,0.101892,0.1
2.496,1.1971;0.1,0.280502,0.135052,0.121623,0.1,10.0,0.744023,0.321939,0.100619,0.1,10.0,2.11761,10.0,0.1
0.402916,1.20143;0.1,0.2335,0.1,0.1,10.0,7.9909,0.1,10.0,10.0,0.109613,0.1,0.1,0.1,0.211994
2.49633,1.20317;0.13477,0.29196,0.346232,1.97933,0.1,0.1,0.454818,10.0,0.1,4.57016,2.44484,10.0,2.90879,0.1
0.400339,1.20684;5.75435,3.06134,0.1989,0.143382,0.1,0.295506,0.326751,0.1,0.270474,10.0,1.24103,0.397325,10.0,0.1
2.49675,1.20964;0.228379,1.26669,0.1,8.4988,0.1,10.0,0.428349,0.1,8.83146,1.29872,0.1,0.190435,10.0,0.416132
0.401657,1.21182;10.0,2.58082,0.114412,0.462413,0.38618,0.780025,0.435081,0.1,7.11855,0.1,10.0,0.867342,6.25574,10.0
2.4983,1.20983;0.228379,1.26669,0.1,8.4988,0.1,10.0,0.428349,0.1,8.83146,1.29872,0.1,0.190435,8.5143,0.159405
0.403609,1.21775;10.0,2.58082,0.137397,0.462413,0.38618,0.780025,0.189152,0.1,7.11855,0.186097,10.0,1.22212,6.25574,10.0
2.50304,1.21529;0.1,0.291556,0.1,0.836344,0.305257,9.1914,0.16773,0.562433,0.410172,0.1,10.0,0.333916,10.0,0.1
0.403052,1.22339;4.79033,10.0,0.1,0.1,10.0,0.570454,0.1,10.0,0.1,0.1,0.163977,0.1,10.0,0.1
2.48976,1.22504;0.1,0.299719,0.1,0.900082,0.667863,4.64303,0.1,10.0,0.288722,2.98933,0.687569,0.13325,6.14817,0.462635
0.40121,1.2274;7.13381,3.26162,0.1,0.1,0.1,7.76637,6.53536,5.12535,10.0,0.1,4.22828,10.0,4.59797,10.0
2.49389,1.2281;4.20987,7.89292,0.1,10.0,0.109342,0.1,0.21194,0.116625,0.1,10.0,0.1,0.1,0.947149,0.1
0.402349,1.23111;5.76014,0.159165,1.16639,0.1,1.07214,0.1,0.188042,0.180507,8.66239,0.237125,0.929526,0.141799,0.500921,0.946875
2.49119,1.23161;0.100063,0.301597,0.1,0.1,0.1,9.71447,0.830733,0.146805,0.1,0.174395,10.0,0.128975,1.25365,0.288603
0.404319,1.23947;0.159934,0.356243,0.400959,0.116121,3.32917,0.167145,1.63236,0.1211,0.1,0.124777,0.1,0.130005,10.0,0.1
2.49201,1.24093;0.112027,0.317416,0.1,0.143863,0.1,10.0,0.71568,0.257007,0.183563,0.285162,10.0,0.1,10.0,0.375747
0.403223,1.24122;1.5098,0.143474,0.260909,0.172823,0.194131,0.1,10.0,6.44206,1.20441,3.11801,0.200879,0.1,1.11726,1.89
2.49611,1.24055;0.1,0.303364,0.1,0.1,0.1,10.0,0.870794,0.146193,1.26076,0.1,5.30902,9.58024,10.0,0.688097
0.403239,1.24754;5.75435,3.06134,0.1,0.149269,0.1,0.1,0.361737,0.1,0.270474,10.0,0.760185,0.397325,10.0,0.1
2.50274,1.24392;0.1,0.317416,0.159677,0.146457,0.228423,10.0,0.1,0.1,0.1,0.1,10.0,1.18621,0.1,0.1
0.403673,1.25357;5.75435,3.06134,0.1,0.143382,0.1,0.1,0.326751,0.1,0.270474,10.0,0.760185,0.397325,10.0,0.1
2.49926,1.25443;0.103453,0.317416,0.159677,0.1,0.231414,10.0,0.1,0.1,0.1,0.144877,9.10979,0.179683,1.22439,0.108533
0.400641,1.25952;10.0,0.255004,0.236573,0.481136,10.0,0.1,0.113387,0.172189,0.19461,0.1,10.0,0.151303,3.9074,5.06246
2.49568,1.25687;0.111937,0.29196,0.1,1.92949,0.1,0.1,0.17215,8.81122,0.1,2.06231,2.36902,9.70247,8.65844,1.03412
0.400755,1.26348;10.0,0.255004,0.236573,0.481136,10.0,0.1,0.1,0.1,0.141855,0.1,10.0,0.121488,3.9074,5.06246
2.49474,1.26338;1.24174,10.0,0.911438,0.1,0.187151,9.41917,10.0,1.40906,0.1,10.0,0.24801,0.170945,0.1,1.21295
0.400363,1.26644;0.482479,0.884355,0.123737,0.1,10.0,0.853744,0.139359,10.0,0.11539,0.1,0.154134,1.36009,8.03792,0.1
2.50676,1.26488;0.1,0.29346,0.1,0.1,0.1,10.0,0.532851,1.15268,1.60713,0.579445,10.0,0.155124,7.74966,0.238765
0.402665,1.27419;10.0,0.1,0.208014,0.36308,10.0,0.107863,0.1,0.219514,0.243221,0.1,10.0,0.121488,3.9074,5.06246
2.50416,1.26668;0.1,0.29346,0.1,0.1,0.1,10.0,0.532851,1.62482,1.88407,0.72486,10.0,0.155124,7.74966,0.238765
0.400991,1.27706;7.79232,3.18916,0.200435,0.149269,0.1,0.1,0.1,0.308355,0.1,10.0,1.8057,0.397325,10.0,0.274639
2.50744,1.27002;0.443583,0.940237,0.1,0.146509,0.1,1.12526,0.124883,10.0,0.17712,10.0,1.47464,0.1,8.95268,0.1
0.402174,1.2846;0.255415,0.635848,0.860058,0.1,10.0,0.118334,4.71373,10.0,7.69754,0.1,10.0,2.77105,10.0,1.72936
2.49661,1.27866;0.1,0.29346,0.1,0.173105,0.1,10.0,0.532851,1.15268,1.60713,0.24265,10.0,0.199826,7.74966,0.1
0.40206,1.28819;5.75435,3.06134,0.1,0.1,0.1,0.1,0.326751,0.1,0.270474,10.0,0.760185,0.558732,10.0,0.1
2.48805,1.29032;0.1,0.317416,0.159677,0.1,0.231414,10.0,0.1,0.1,0.1,0.1,8.15559,0.133948,2.11903,0.256559
0.40099,1.29173;8.25527,3.15455,0.1,0.13454,0.775763,0.1,0.1,0.1,0.710118,10.0,0.336227,0.1,10.0,0.614234
2.49084,1.29659;0.1,0.317416,0.159677,0.1,0.231414,10.0,0.1,0.1,0.1,0.1,8.15559,0.1,1.4406,0.108533
0.403797,1.29941;0.304868,0.1,1.20893,0.1,0.320055,10.0,10.0,0.102165,0.283923,0.1,0.112326,1.38323,0.1,0.1
2.47804,1.30333;0.1,0.317416,0.159677,0.1,0.231414,10.0,0.1,0.1,0.1,0.1,8.15559,0.1,1.4406,0.129048
0.400951,1.30086;4.49122,10.0,2.44802,0.1,9.53307,0.112996,5.70151,10.0,0.225915,0.1,0.185497,0.138711,4.19347,0.187667
2.50519,1.30067;0.1,0.307362,0.1,0.1,0.1,10.0,0.125925,7.36163,10.0,10.0,0.218226,10.0,10.0,0.190148
0.404338,1.30847;0.1,0.199305,0.111721,0.348404,0.504971,0.1,1.31592,0.397649,0.1,10.0,10.0,0.660353,5.1374,0.364456
2.49428,1.31205;0.1,0.307362,0.1,0.130875,0.1,10.0,0.1,10.0,10.0,0.1,0.422472,10.0,10.0,0.346549
0.404727,1.31276;0.1,0.217289,0.295652,0.1,10.0,1.79748,0.38989,10.0,0.1,0.149331,0.1,0.111801,10.0,0.1
2.50206,1.30823;0.1,0.327049,0.187344,0.303656,0.153959,10.0,0.1,0.588414,0.1,0.1,10.0,0.33388,0.1,0.242623
0.403463,1.31802;2.69173,6.09611,1.95764,1.28381,10.0,0.1,0.344513,5.32711,0.105772,2.5243,8.46841,0.399669,1.97218,0.1
2.48762,1.32104;0.1,0.317416,0.14124,0.273846,0.210259,10.0,0.1,0.621375,1.39464,0.12117,5.24158,0.159535,6.01719,0.194627
0.40166,1.32419;5.75435,2.69102,0.1,0.168756,0.142724,0.33412,0.374167,0.172491,0.137425,10.0,1.29263,0.196161,10.0,0.152715
2.48327,1.32719;0.1,0.317416,0.148661,0.666923,0.103994,10.0,0.667786,0.1,0.1,0.1,5.89676,0.830295,10.0,0.1
0.403364,1.32913;4.49122,10.0,1.97911,0.359722,10.0,0.381543,0.19755,0.1,0.169982,10.0,0.401681,0.1,10.0,0.434728
2.48711,1.33038;0.1,0.317416,0.159677,0.267553,0.136936,10.0,0.219361,0.168332,0.1,0.137181,10.0,0.1,1.4406,0.155445
0.405114,1.33142;10.0,10.0,6.01824,0.1,0.1,10.0,0.1,10.0,0.1,10.0,10.0,0.1,10.0,5.47628
2.47767,1.33672;0.1,0.358114,0.101673,2.09112,0.203011,10.0,0.249127,10.0,10.0,0.1,0.709816,0.1,10.0,0.32278
0.404592,1.33865;4.49122,10.0,1.89872,0.1,9.62563,0.1,0.104804,0.1,0.499853,10.0,0.1,0.157958,10.0,0.217235
2.48905,1.34449;0.1,0.317416,0.159677,0.12153,0.1,10.0,0.243222,0.1,0.1,0.1,10.0,0.116537,1.4764,0.1
0.404331,1.34432;4.49122,10.0,1.89872,0.11918,10.0,0.1,0.104804,0.1,0.11197,10.0,0.164371,0.13676,10.0,0.217235
2.48955,1.35011;0.1,0.317416,0.159677,0.1,0.1,10.0,0.219361,0.1,0.1,0.1,10.0,0.1,1.76225,0.1
0.404917,1.34721;10.0,2.85263,0.1,0.462413,0.655247,0.780025,0.189152,0.1,3.0858,0.1,10.0,0.867342,5.97125,10.0
2.49815,1.34842;0.1,0.32174,0.119157,0.1,0.1,10.0,0.465185,0.1,1.09662,0.1,5.35672,0.1,5.34338,0.109357
0.403529,1.35198;4.49122,10.0,1.16887,0.1,3.46236,0.20263,10.0,10.0,0.225915,10.0,0.1,0.19931,10.0,0.1
2.50319,1.35055;0.1,0.299243,0.1,0.217799,0.1,8.72754,0.179472,0.171074,0.123986,0.1,10.0,0.1,6.30111,0.1
0.403065,1.35896;2.44027,0.426843,10.0,0.1,0.1,10.0,0.1,0.328455,10.0,5.01014,5.10372,1.86924,5.16946,10.0
2.50495,1.35332;0.1,0.317416,0.1,0.1,0.125458,8.50054,0.197441,0.145052,0.1,0.139258,8.15559,0.22485,0.645848,0.1
0.403772,1.35974;0.1,0.433175,0.291362,4.48187,0.1,10.0,0.281754,1.91614,3.38406,0.1,0.801717,0.1,10.0,0.371509
2.49288,1.36244;0.1,0.317416,0.148661,0.11782,0.1,10.0,0.413746,0.1,0.154315,0.136702,5.89676,0.1,10.0,0.289723
0.40204,1.36734;10.0,2.47637,10.0,0.1,9.72991,3.12021,0.161224,0.605676,0.140088,5.94493,10.0,0.351684,3.90781,5.54757
2.49614,1.36672;0.1,0.317416,0.109313,0.1,0.182502,10.0,0.343815,0.996022,0.1,0.192275,10.0,0.1,4.00846,0.1
0.400335,1.372;10.0,0.137826,0.1,0.24912,10.0,2.35639,0.270885,1.28555,0.18484,0.1,10.0,0.902737,3.9074,6.07967
2.49042,1.37493;0.1,0.317416,0.148661,0.1,0.103994,10.0,0.391894,0.1,0.1,0.136702,5.89676,0.1,10.0,0.1
0.403219,1.37721;5.75435,3.06134,0.835512,0.143382,0.1,1.30532,0.326751,0.1,0.1,10.0,0.760185,0.397325,10.0,0.1
2.50528,1.3709;0.1,0.317416,0.142129,0.1,0.1,10.0,0.219361,0.1,0.145124,0.1,10.0,0.1,4.0144,0.119057
0.4016,1.38119;10.0,10.0,0.24999,0.321958,0.432325,1.14993,0.11758,0.1,0.1,0.1,5.9209,1.09612,4.21492,10.0
2.49917,1.38144;0.1,0.327049,0.152127,0.28922,0.1,10.0,0.249571,1.02961,0.514599,0.1,10.0,0.1,1.05704,0.1
0.400589,1.38586;0.1,0.279459,0.621396,0.396687,9.83949,0.1,4.5385,8.22303,10.0,0.1,2.05836,0.147348,5.14599,1.72936
2.48909,1.39024;0.1,0.317416,0.146306,0.1,0.1,10.0,0.147731,0.207058,0.1,0.240287,10.0,0.1,7.00866,0.460005
0.403387,1.39151;0.936922,1.84551,0.1,0.1,10.0,0.268708,0.230008,10.0,10.0,10.0,2.45914,0.239732,7.60993,0.1
2.49858,1.39057;0.1,0.345131,0.1,0.657301,0.171635,10.0,0.764013,0.169137,0.146513,0.1,3.24038,0.198063,9.55153,0.203498
0.402756,1.3969;7.79232,3.06134,0.150622,0.1,0.549568,0.1,0.1,0.163827,0.1,10.0,0.760185,0.397325,10.0,0.43653
2.49347,1.40227;0.1,0.317416,0.1,0.1,0.1,10.0,0.377902,0.1,0.1,0.1,10.0,0.1,10.0,0.771042
0.400724,1.40107;1.24174,2.73937,0.638286,0.732928,0.1,0.1,10.0,10.0,1.86616,10.0,0.120695,0.434873,10.0,0.1
2.48803,1.40689;0.1,0.317416,0.1,0.205709,0.1,10.0,0.219606,0.43638,1.22932,0.104108,10.0,0.383664,6.27539,0.23342
0.402095,1.40461;10.0,5.40108,1.29298,1.0069,0.1,0.1,1.52136,3.84853,0.1,9.65156,0.459392,0.1,8.40949,0.1
2.49676,1.41064;0.1,0.317416,0.1,0.104848,0.1,10.0,0.464576,1.24438,0.492246,0.1,9.08276,0.1,10.0,0.189654
0.404729,1.41181;0.299045,0.470577,0.1,0.1,0.1,0.1,7.44049,1.95803,0.1,6.65794,0.15745,0.294879,7.18966,0.1
2.49568,1.41142;0.1,0.317416,0.1,0.104848,0.1,10.0,0.464576,1.24438,0.492246,0.1,9.08276,0.133813,10.0,0.189654
0.403582,1.41522;4.49122,10.0,1.89872,0.1,10.0,0.786601,10.0,10.0,0.225915,10.0,0.121328,0.1,10.0,0.183239
2.4886,1.42373;0.1,0.317416,0.1,0.159848,0.1,10.0,0.343815,0.257007,0.283219,0.285162,10.0,0.1,10.0,0.375747
0.403802,1.42006;0.1,0.214244,0.1,0.1,4.4161,0.1,0.1,10.0,10.0,0.144943,10.0,2.11761,10.0,0.1
2.49208,1.4227;0.1,0.317416,0.1,0.1,0.1,10.0,0.343815,0.257007,0.183563,0.285162,10.0,0.1,10.0,0.375747
0.402503,1.42602;10.0,3.26162,0.838843,0.1,0.1,7.76637,4.83344,0.1,6.98664,0.1,10.0,10.0,4.59797,10.0
2.49987,1.42047;0.1,0.317416,0.1,0.1,0.216486,10.0,0.1,1.10403,0.1,0.1,10.0,0.1,10.0,0.201425
0.40321,1.43359;6.13718,3.06134,0.14612,0.1,0.175391,0.1,0.268982,0.703894,0.1,10.0,1.04376,0.558732,10.0,0.27822
2.49454,1.43611;0.1,0.317416,0.1,0.1,0.1,10.0,0.271806,0.1,0.338865,0.1,10.0,2.70804,10.0,0.1
0.402984,1.43661;0.1,0.2335,0.1,0.103487,10.0,7.9909,9.62783,6.35009,10.0,0.1,3.56239,0.1,0.318957,0.211994
2.49554,1.43995;0.1,0.368375,0.1,0.9936,0.1,10.0,0.15705,10.0,10.0,10.0,0.1,8.11671,9.4704,2.70599
0.404845,1.44135;4.49122,10.0,1.54876,0.1,8.60881,0.1,8.77696,8.96394,0.287534,10.0,0.106007,0.304584,10.0,0.12649
2.4902,1.44326;0.101699,0.340414,0.1,0.17151,0.149278,10.0,0.235161,0.1,0.1,0.200909,10.0,0.1,3.50821,0.496961
0.401847,1.44598;10.0,0.271048,0.350822,1.01238,0.1,1.1661,4.38724,0.125711,0.175873,0.620573,10.0,0.306702,4.58578,7.3852
2.48823,1.4521;0.1,0.317416,0.1,0.1,0.1,10.0,0.1,0.1,0.800331,0.1,10.0,0.195834,9.70479,0.1
0.402558,1.45205;4.49122,10.0,1.54876,0.1,8.1005,0.1,10.0,10.0,0.287534,10.0,0.106007,0.440434,10.0,0.12649
2.49595,1.45655;0.1,0.326117,0.111522,0.106349,0.107009,10.0,0.313109,0.502915,0.18707,2.46316,10.0,0.438993,7.5712,0.118821
0.403092,1.45709;5.75435,3.06134,0.381579,0.268196,0.1,0.1,0.1,1.01539,0.1,10.0,1.39835,0.558732,10.0,0.385338
2.50487,1.45404;0.1,0.327049,0.1,0.1,0.1,10.0,0.211222,0.309595,0.609933,0.1,10.0,0.536174,5.4426,0.1
0.401142,1.46138;4.49122,10.0,1.54876,0.392314,8.1005,0.1,10.0,10.0,0.1,10.0,0.106007,0.1,10.0,0.1
2.49265,1.46243;0.1,0.326117,0.111522,0.106349,0.1,10.0,0.313109,0.389795,0.18707,2.46316,10.0,0.438993,7.5712,0.1
0.400055,1.46859;10.0,5.45829,0.1,1.33144,0.822215,0.10872,0.1,5.75984,1.98748,9.34681,0.1,0.297755,10.0,0.1
2.49573,1.46932;0.101137,0.410269,0.1,0.105289,0.117707,10.0,0.169541,0.279023,0.1,0.309662,10.0,0.270876,2.53971,5.06262
0.40436,1.47432;10.0,0.1,6.68427,0.104374,0.800627,0.134208,10.0,0.624297,10.0,0.1,0.938812,5.1484,0.1,0.1
2.50701,1.46788;0.1,0.326117,0.1,0.1,0.109283,10.0,0.313109,0.417271,0.18707,2.81391,10.0,0.438993,10.0,0.168199
0.401031,1.47515;0.1,0.277988,0.428213,0.1,3.32917,0.1,10.0,0.1,0.1,0.999149,0.373869,0.130005,10.0,0.385613
2.50247,1.47263;0.1,0.326117,0.1,0.1,0.1,10.0,0.313109,0.417271,0.1,1.56199,10.0,0.326821,10.0,0.196769
0.401651,1.4815;0.1,0.225252,0.1,0.215089,10.0,5.11308,0.1,2.41818,0.1,2.03659,1.68845,9.12813,10.0,0.894519
2.49684,1.48422;1.24174,10.0,0.799557,0.1,0.124297,0.1,7.7642,0.31183,0.1,5.87729,0.1,0.1,0.1,1.28394
0.401344,1.48855;0.423316,0.982252,0.265375,0.1,10.0,5.2105,0.308892,0.1,0.559753,3.92274,0.1,0.1,8.42093,0.244927
2.49257,1.48758;1.24174,10.0,0.799557,0.1,0.124297,0.1,7.7642,0.31183,0.1,5.92291,0.140315,0.1,0.1,1.28394
0.401165,1.49114;0.423316,0.982252,0.265375,0.1,10.0,5.2105,0.308892,0.1,0.744703,3.92274,0.1,0.1,10.0,0.244927
2.50377,1.49261;0.1,0.337989,0.1,0.1,0.1,10.0,0.52497,3.52405,0.521702,0.1,10.0,0.271585,6.21279,0.137398
0.400137,1.49724;0.1,0.227267,0.1,0.1,10.0,5.31416,0.1,0.334813,0.623242,1.85169,0.1,10.0,10.0,0.270956
2.49652,1.49766;0.1,0.410269,0.1,0.1,0.1,10.0,0.169541,0.195029,0.1,0.309662,10.0,0.194401,2.53971,5.06262
0.403143,1.50073;0.1,0.29196,0.570472,0.226071,10.0,0.1,0.1,0.1,0.1,0.134262,0.1,4.64212,10.0,2.40512
2.495,1.50108;0.106051,0.29196,0.1,1.97933,0.1,0.1,0.1,10.0,0.1,4.03762,2.44484,7.91631,10.0,0.233476
0.400336,1.50836;3.53881,10.0,3.25095,0.40808,10.0,2.13533,2.07804,1.35498,0.1,0.1,10.0,0.1,0.1,0.1
2.50133,1.5041;0.1,0.345131,0.1,0.657301,0.171635,10.0,0.311619,0.46901,0.140743,0.1,7.72815,2.24117,10.0,0.203498
0.400055,1.51482;0.1,0.225252,0.1294,0.258724,10.0,5.11308,0.361017,0.639407,10.0,0.1,0.1,0.1,10.0,0.1
2.47654,1.51568;0.1,0.353741,0.1,0.239291,0.281175,10.0,0.128227,0.219279,0.1,0.1,4.64362,0.697703,6.30111,0.1
0.400465,1.51814;10.0,0.1,0.827891,0.1,10.0,0.120921,10.0,10.0,10.0,0.30626,3.43421,10.0,0.1,0.1
2.48259,1.51672;0.1,0.317416,0.1,0.1,0.1,7.14114,0.386415,10.0,0.616578,0.408061,10.0,0.1,10.0,0.1
0.403089,1.52406;3.53881,10.0,3.25095,0.40808,10.0,0.665398,0.630902,1.35498,0.1,0.25974,10.0,0.1,10.0,0.1
2.49023,1.52627;0.1,0.340414,0.1,0.1,0.1,10.0,0.164866,0.1,0.281274,0.17974,10.0,0.1,3.968,0.12977
0.402992,1.52911;3.21153,0.1,0.1,3.43219,0.1,0.1,3.52738,0.40396,10.0,10.0,0.1,0.1,3.73137,10.0
2.50363,1.52424;0.1,0.29196,0.1,1.97933,0.150298,0.329582,0.1,10.0,0.1,4.57016,2.44484,10.0,8.45634,0.30653
0.401797,1.53028;2.29216,8.33055,3.638,0.1,10.0,0.1,10.0,6.87759,0.160832,0.1,3.87626,0.200647,5.80467,10.0
2.49575,1.53193;0.1,0.29196,0.1,2.06877,0.1,0.106933,0.1,10.0,0.109089,4.05872,2.89842,10.0,8.45634,0.105535
0.404126,1.53914;3.53881,10.0,3.25095,0.1,10.0,0.1,0.114185,0.1,5.37976,5.00525,0.1,0.1,10.0,0.146332
2.49254,1.54139;0.1,0.277988,0.129141,0.959685,0.1,0.156382,0.1,9.72983,1.24915,10.0,0.451274,10.0,10.0,1.53906
0.403767,1.54409;4.03949,0.247674,0.1,0.482241,1.44271,1.69847,0.170296,0.651183,10.0,0.306281,10.0,10.0,3.67052,6.76938
2.50254,1.53809;0.1,0.340414,0.1,0.367668,0.1,10.0,0.388971,0.1,0.439377,8.61186,10.0,0.429897,10.0,0.1
0.400024,1.5458;5.75435,2.68158,0.201501,0.129418,0.187965,0.1,0.366488,0.661856,0.270474,10.0,0.760185,0.558732,10.0,0.385338
2.49176,1.55296;0.1,0.340414,0.1,0.1,0.1,10.0,0.128272,0.1,0.1,0.174169,10.0,0.1,6.30111,0.1
0.404696,1.55114;10.0,1.77783,0.1,0.889979,0.1,10.0,5.51413,0.1,9.30945,0.1,0.1,10.0,0.401729,0.1
2.48952,1.5551;0.1,0.340414,0.1,0.1,0.1,10.0,0.128272,0.1,0.1,0.204698,10.0,0.1,6.30111,0.1
0.403587,1.55704;10.0,1.77783,0.1,0.889979,0.1,10.0,5.51413,0.1,9.30945,0.1,0.1,10.0,0.401729,0.107692
2.50113,1.55553;0.192154,0.70231,0.247791,0.395632,0.1,5.24403,0.178457,0.745658,0.274794,0.1,0.1,10.0,1.41648,0.150252
0.400398,1.56259;10.0,1.9464,0.1,0.1,0.1,10.0,0.1,0.370424,0.782366,0.342389,10.0,0.1,6.54081,10.0
2.4951,1.56222;0.1,0.340414,0.1,0.1,0.1,10.0,0.157306,0.225495,0.1,0.412556,10.0,8.44828,9.75205,0.161591
0.404761,1.56414;5.75435,3.06134,0.1,0.1,0.1,2.13085,0.1,0.1,0.684564,10.0,0.760185,0.212665,10.0,0.388735
2.49603,1.56762;0.1,0.340414,0.1,0.1,0.1,10.0,0.1,0.139028,0.229407,0.1,10.0,10.0,10.0,0.130149
0.400413,1.57495;2.00857,5.21729,1.54876,0.1,5.3736,0.1,10.0,10.0,0.711621,10.0,0.1,0.1,9.19326,0.123145
2.49691,1.57071;0.1,0.340414,0.1,0.30096,0.1,10.0,0.1,0.1,0.466012,2.87015,10.0,0.1,10.0,0.1
0.403064,1.57972;10.0,0.1,0.807776,0.1,10.0,0.1,4.58945,0.1,0.1,1.21867,10.0,0.1,3.9074,6.44368
2.4994,1.57769;0.1,0.481668,0.328636,1.68468,0.1,9.96976,0.156506,10.0,0.111435,0.429376,10.0,10.0,0.1,0.187248
0.400876,1.58392;8.65137,0.1,9.05432,0.114824,0.277416,7.89228,10.0,0.356316,0.1,0.116233,10.0,0.120467,4.50468,10.0
2.49487,1.58192;0.192154,0.70231,0.247791,0.614801,0.1,5.24403,0.1,0.745658,0.370826,0.231133,0.1,10.0,1.41648,0.150252
0.403692,1.5896;6.32049,0.203297,0.393372,0.1,10.0,0.307097,0.1,1.61363,0.1,1.45501,10.0,1.02233,3.9074,6.44368
2.49552,1.58863;0.1,0.29196,0.1,1.97933,0.1,0.1,0.1,10.0,0.1,4.57016,2.44484,7.91631,8.45634,0.233476
0.404517,1.59461;2.11861,6.09611,1.95764,1.31982,10.0,0.1,0.186959,6.87759,0.1,2.5243,9.80352,0.399669,1.97218,0.349206
2.48665,1.59043;0.1,0.481668,0.328636,1.68468,0.1,10.0,0.156506,10.0,0.1,0.344884,10.0,10.0,0.1,0.187248
0.40098,1.59838;1.24174,2.73937,0.1,0.732928,10.0,0.1,0.498204,10.0,0.1,0.1,10.0,10.0,10.0,0.1
2.50445,1.59624;0.1,0.481668,0.328636,1.30723,0.1,10.0,0.1,10.0,0.1,0.1,10.0,10.0,0.1,0.136805
0.402051,1.60453;10.0,0.311241,0.236573,0.567489,10.0,0.238038,0.1,0.120323,0.141855,0.1,10.0,0.207797,3.9074,6.44368
2.48913,1.60424;0.1,0.29196,0.1,1.97933,0.1,0.12303,0.11963,9.6909,0.1,7.44837,2.77089,10.0,10.0,0.708156
0.4031,1.60877;10.0,1.14019,5.90516,0.102006,0.240798,2.07561,10.0,3.45009,10.0,0.284949,3.60155,10.0,0.1,0.171602
2.48798,1.6079;0.1,0.481668,0.328636,1.20044,0.1,10.0,0.1,10.0,0.1,0.344884,10.0,10.0,0.124483,0.160015
0.403511,1.61004;10.0,0.200611,0.14858,2.03914,0.1,2.17333,10.0,0.1,0.108968,0.802438,10.0,0.1,4.58578,10.0
2.48809,1.61315;0.1,0.29196,0.1,1.98595,0.1,0.1,0.1,10.0,0.1,7.70134,3.57938,9.30163,8.45634,0.249549
0.401061,1.61793;10.0,0.1,0.178641,0.373805,0.374318,0.210094,0.114542,0.211657,10.0,0.273436,0.990345,0.1,0.228825,0.589497
2.46919,1.6164;0.1,0.481668,0.328636,1.68468,0.1,10.0,0.1,10.0,0.183445,0.1,10.0,10.0,0.1,0.187248
0.404865,1.62473;0.50953,0.1,3.27928,0.325273,10.0,2.44859,10.0,0.1,0.357876,10.0,9.59085,0.13347,4.58578,10.0
2.49045,1.62106;0.1,0.29196,0.1,1.97933,0.1,0.195538,0.1,10.0,0.212433,7.22795,2.77089,10.0,10.0,0.202091
